x,y,T (K),power
0.0,0.0,1923.0,109.60144491583294
1.0,0.0,1959.6497073370883,89.98654354417309
0.0,1.0,1948.159203213784,99.24676215137147
0.0,2.0,1956.1871973931973,94.76178581955102
1.0,1.0,1958.172292050813,97.7942067710336
2.0,0.0,1930.0338046650543,98.92263064242444
3.0,0.0,1956.0788108208235,117.00593678042831
2.0,1.0,1959.172904913301,99.24887170547227
1.0,2.0,1934.7435952373871,99.9868887044591
0.0,3.0,1925.2387373638835,106.32364975177819
1.0,3.0,1981.5058080481283,104.33359904171118
2.0,2.0,1944.5247423373796,98.49761771316342
3.0,1.0,1930.0578736411933,96.09399730459126
3.0,2.0,1977.7432423248697,103.34848129918686
2.0,3.0,1944.7171363811353,108.36368628786856
3.0,3.0,1982.9596368123364,92.02495512347002
