x,y,T (K),power
0.0,0.0,1923.0,114.38746809886096
1.0,0.0,1961.2501091301597,102.5959180010838
0.0,1.0,1949.2578431992345,87.38187678075545
0.0,2.0,1952.2196896951452,113.94674970681507
1.0,1.0,1957.1848404259117,111.38698549320786
2.0,0.0,1931.0194173287398,95.33906492368857
3.0,0.0,1954.880499658815,106.02458904611275
2.0,1.0,1960.2218471846925,95.99712460713212
1.0,2.0,1936.6360394038177,86.40406161670518
0.0,3.0,1925.6919801463798,126.13029794766415
1.0,3.0,1985.0110059320104,94.83195543870748
2.0,2.0,1942.40038346229,108.3751051075187
3.0,1.0,1929.6577661144067,89.53823336384012
3.0,2.0,1977.8184501180056,108.90669562045757
2.0,3.0,1945.3344465049822,94.66131071206549
3.0,3.0,1979.6535872311497,84.20271264488036
