x,y,T (K),power
0.0,0.0,1923.0,95.8177253224535
1.0,0.0,1955.0405592596903,104.2251546019722
0.0,1.0,1944.9951262934662,107.99010508562851
0.0,2.0,1959.1108902325973,97.20577107567591
1.0,1.0,1962.1398208004327,89.87254683764169
2.0,0.0,1931.1467667251325,101.86521459563205
3.0,0.0,1957.0627836213891,87.59386028350654
2.0,1.0,1958.757666461004,99.82684909005013
1.0,2.0,1934.2301277349354,95.1091475530643
0.0,3.0,1925.296476262136,100.26925919529775
1.0,3.0,1978.361581955888,100.11388651725005
2.0,2.0,1943.8983158801814,100.92879727257643
3.0,1.0,1929.3880203512151,98.06201237633067
3.0,2.0,1978.9594098407365,90.66582316026776
2.0,3.0,1944.7220453409604,111.38359340397398
3.0,3.0,1981.058139422611,114.19026085659318
