x,y,T (K),power
0.0,0.0,1923.0,103.44084333487004
1.0,0.0,1957.58965926805,108.54454403506261
0.0,1.0,1946.745026354951,110.31069985818478
0.0,2.0,1959.8868756160698,97.65874418706157
1.0,1.0,1963.2672434214228,101.08148526735833
2.0,0.0,1931.4843921116408,109.35710879160561
3.0,0.0,1959.56800360178,97.49135811939279
2.0,1.0,1962.0207748435369,82.09605164390854
1.0,2.0,1935.1258713541604,95.2282202739443
0.0,3.0,1925.3071777049224,92.73064723068862
1.0,3.0,1975.8680733378324,105.15278587595313
2.0,2.0,1942.5287816473337,91.32302102654644
3.0,1.0,1928.8547929891888,99.88342576277265
3.0,2.0,1977.3634508715697,95.80782758425912
2.0,3.0,1943.7933157266662,102.72282056101889
3.0,3.0,1979.3424133578467,104.39841354352812
