x,y,T (K),power
0.0,0.0,1923.0,116.64204273067323
1.0,0.0,1962.004017990476,83.560867970653
0.0,1.0,1949.7753847459355,95.58672043163621
0.0,2.0,1954.9633133652737,104.21842347530708
1.0,1.0,1956.4473877191494,103.79234573626876
2.0,0.0,1929.531541270495,83.09344207996753
3.0,0.0,1950.7856768786282,95.52913486782529
2.0,1.0,1956.3651559184464,110.24424740303391
1.0,2.0,1935.6215452404726,103.76543457344354
0.0,3.0,1925.4621494479165,109.56007864834305
1.0,3.0,1983.4554116816469,93.44384732428131
2.0,2.0,1945.9044552961286,103.36654410112057
3.0,1.0,1930.0261590415398,106.30602703663499
3.0,2.0,1982.2757209779213,90.16826998741715
2.0,3.0,1944.5363285710737,106.73142311706172
3.0,3.0,1979.3882825970593,103.04905104133518
