x,y,T (K),power
0.0,0.0,1923.0,111.51678819563304
1.0,0.0,1960.2901803774632,105.68550530467888
0.0,1.0,1948.5988736108088,98.36649971653372
0.0,2.0,1955.892845793714,107.87522279761585
1.0,1.0,1960.1317774424983,111.10262400033416
2.0,0.0,1931.2609151431152,111.27822221189999
3.0,0.0,1960.2104061236557,101.91502173010232
2.0,1.0,1963.8415555647475,98.24063723376385
1.0,2.0,1936.3511510191752,108.7964562180295
0.0,3.0,1925.5485409527228,102.21012725482761
1.0,3.0,1982.1525358692454,94.673717068016
2.0,2.0,1945.6589011543726,107.8161784289184
3.0,1.0,1929.6577349532884,103.09193996862186
3.0,2.0,1982.2223813880737,102.31066169698207
2.0,3.0,1945.2451205609336,97.07016117514027
3.0,3.0,1978.9449533855386,88.0113112286558
