x,y,T (K),power
0.0,0.0,1923.0,88.8048593142254
1.0,0.0,1952.6955218654011,94.6845137300733
0.0,1.0,1943.385310645985,96.29279288236916
0.0,2.0,1955.1994174485549,103.19655220412342
1.0,1.0,1958.1410551249637,96.86832405293478
2.0,0.0,1930.4010218434055,104.99117181725971
3.0,0.0,1958.1080747433164,99.84619703480438
2.0,1.0,1960.4384666461922,94.181018875713
1.0,2.0,1935.0361212579917,98.69087339902973
0.0,3.0,1925.4380078450954,110.23119906673847
1.0,3.0,1982.5149537436619,94.9937993332809
2.0,2.0,1943.950168117216,95.99695828242284
3.0,1.0,1929.4332354178314,105.36497989707082
3.0,2.0,1980.2693422332036,116.20612354652735
2.0,3.0,1943.64278065841,108.19522942684644
3.0,3.0,1985.854800646529,108.01028611786991
