x,y,T (K),power
0.0,0.0,1923.0,113.84929074037184
1.0,0.0,1961.0701476095865,114.9544054405804
0.0,1.0,1949.1343036461046,94.10186081751111
0.0,2.0,1954.4667900727557,99.74903663336133
1.0,1.0,1960.4290340391558,99.4186633370294
2.0,0.0,1931.9854193906178,105.69946291868257
3.0,0.0,1958.3449207228246,109.31953109443415
2.0,1.0,1960.9522060073111,111.31654729940355
1.0,2.0,1935.086325217161,88.371050013574
0.0,3.0,1925.3565606472182,93.55926793779878
1.0,3.0,1974.5710810057305,88.42272174526677
2.0,2.0,1943.8686570035304,85.8222704842374
3.0,1.0,1930.3983446511584,90.21128999991973
3.0,2.0,1972.8664714190277,92.68109066159731
2.0,3.0,1941.728224335972,113.40526930145397
3.0,3.0,1982.1967772814917,104.9559305046099
