x,y,T (K),power
0.0,0.0,1923.0,102.91757633018071
1.0,0.0,1957.4146836315904,101.72793223100456
0.0,1.0,1946.6249094995926,111.32339830544832
0.0,2.0,1960.2255125906229,100.15910854061129
1.0,1.0,1962.5611477193452,102.89674165838184
2.0,0.0,1930.951571158431,113.72249409562856
3.0,0.0,1961.027747986801,87.65817290579663
2.0,1.0,1963.2727948264207,103.64778666348221
1.0,2.0,1935.375929643034,115.54574021085031
0.0,3.0,1925.3662485535056,106.28399921802281
1.0,3.0,1985.064110830213,91.35733590871249
2.0,2.0,1947.010843580222,88.55551182708614
3.0,1.0,1929.554837891115,91.09273617083694
3.0,2.0,1973.7886391755949,106.92658136094036
2.0,3.0,1942.3339418962678,101.77081611150396
3.0,3.0,1981.576401253547,86.6212187978964
