x,y,T (K),power
0.0,0.0,1923.0,104.75093673231198
1.0,0.0,1958.0277423575326,103.93702971989966
0.0,1.0,1947.0457605837798,101.57123398159912
0.0,2.0,1956.9644792288207,94.92518702019532
1.0,1.0,1960.6266865196692,89.55958903436658
2.0,0.0,1931.1242454229484,88.58952443251175
3.0,0.0,1952.6235158767909,102.38420068713337
2.0,1.0,1955.6671181992022,100.72985300910598
1.0,2.0,1934.107004672369,98.47518258826005
0.0,3.0,1925.2425977003052,91.42204034152479
1.0,3.0,1976.175833196401,107.34640660239475
2.0,2.0,1944.4323602758357,91.47570948035745
3.0,1.0,1929.7765055993336,97.48641265806847
3.0,2.0,1976.5969618075137,90.50071586452574
2.0,3.0,1943.9858035440568,98.63031540295891
3.0,3.0,1976.7556607947654,107.19762656441846
