x,y,T (K),power
0.0,0.0,1923.0,87.97842369443015
1.0,0.0,1952.4191694539734,93.27085188579971
0.0,1.0,1943.1956009052285,121.19317789776326
0.0,2.0,1963.525875408081,80.32186968396589
1.0,1.0,1963.662338420861,92.22715201582744
2.0,0.0,1930.2905228634088,86.34519145910535
3.0,0.0,1951.8730317321201,95.01154723720711
2.0,1.0,1955.519217784731,102.08697486969068
1.0,2.0,1933.6837585952546,108.25724755189442
0.0,3.0,1924.8975958424937,102.36530271779775
1.0,3.0,1982.080648814214,106.6897494957304
2.0,2.0,1945.8853081069626,100.9033152458666
3.0,1.0,1929.6610380810632,109.7020235908404
3.0,2.0,1982.8458722614741,106.71005763741705
2.0,3.0,1945.2325395876978,100.28381273553707
3.0,3.0,1981.029457707819,93.19470608479017
