x,y,T (K),power
0.0,0.0,1923.0,96.10404668836277
1.0,0.0,1955.1363024706764,115.03011682903447
0.0,1.0,1945.06085186337,96.78716876729656
0.0,2.0,1955.3647321623437,67.0724169678474
1.0,1.0,1961.0558756853268,86.68114959690709
2.0,0.0,1931.9913373767558,91.53008313118899
3.0,0.0,1953.6068114510126,109.29830795443299
2.0,1.0,1955.9458033885287,87.72069354576004
1.0,2.0,1932.6770683293587,101.12010555665441
0.0,3.0,1924.5845788959468,106.25863862647192
1.0,3.0,1981.7442008391504,108.17425789859138
2.0,2.0,1943.779671282599,112.61452215336443
3.0,1.0,1929.3770594425973,93.92183546034352
3.0,2.0,1980.2574516210311,100.02283244254536
2.0,3.0,1946.9610633745033,111.75428568037987
3.0,3.0,1983.3300133166067,111.73254766434533
