x,y,T (K),power
0.0,0.0,1923.0,101.44536995536893
1.0,0.0,1956.922391465022,115.71879879658641
0.0,1.0,1946.286961953509,100.66343788748017
0.0,2.0,1956.66092062887,92.55861828311677
1.0,1.0,1962.040502950652,106.48250218822308
2.0,0.0,1932.0451682524103,88.06935838806683
3.0,0.0,1952.4495771726959,108.63847033585664
2.0,1.0,1957.877787183256,90.98186895460842
1.0,2.0,1935.3274049096703,109.31532439542904
0.0,3.0,1925.1866877592875,111.22411646892232
1.0,3.0,1985.2858374130008,104.65275397173352
2.0,2.0,1945.1629606829565,76.42770906552627
3.0,1.0,1929.502553052101,103.09898900197373
3.0,2.0,1975.0194605243926,118.36082976661446
2.0,3.0,1941.7033320758535,106.39791930166146
3.0,3.0,1985.7484133773303,91.80855710649976
