x,y,T (K),power
0.0,0.0,1923.0,100.71379020802378
1.0,0.0,1956.6777579781685,91.18529586345836
0.0,1.0,1946.1190265440382,106.51928253406618
0.0,2.0,1958.6190608036975,87.57612649758563
1.0,1.0,1960.0067650522683,97.48959786197592
2.0,0.0,1930.127505226533,97.17658317763436
3.0,0.0,1955.4949487318668,81.89714246619133
2.0,1.0,1958.730155820031,101.9351690114638
1.0,2.0,1934.4089255604235,105.54057418440752
0.0,3.0,1925.0689769075022,90.57389312879718
1.0,3.0,1977.51409361751,98.30126042247205
2.0,2.0,1945.4993901620153,87.91420135842195
3.0,1.0,1929.3446443319197,94.68254337019137
3.0,2.0,1974.8418234920728,85.79107647942018
2.0,3.0,1942.788413806159,95.66177169877304
3.0,3.0,1974.6819013429276,95.49336572528244
