x,y,T (K),power
0.0,0.0,1923.0,114.31585981308741
1.0,0.0,1961.2261639830995,86.84637508641146
0.0,1.0,1949.2414053920966,106.68000803438873
0.0,2.0,1958.6728059213185,95.25996517552682
1.0,1.0,1959.4462446137472,96.38402922474371
2.0,0.0,1929.788353171116,85.52965324941277
3.0,0.0,1951.6003233136282,93.58353707618457
2.0,1.0,1955.9043596933723,107.69291098591901
1.0,2.0,1934.6549204205992,93.39215447767327
0.0,3.0,1925.2505067995107,96.11003952044337
1.0,3.0,1976.5766386854343,100.06350481854966
2.0,2.0,1944.2767586504663,94.90232927383278
3.0,1.0,1929.8698207430994,111.95924695746531
3.0,2.0,1982.2231300172944,102.45851075716497
2.0,3.0,1943.8883377955094,92.25974289074281
3.0,3.0,1977.3703331068136,94.13205873413713
