x,y,T (K),power
0.0,0.0,1923.0,121.42065907728716
1.0,0.0,1963.6019430061008,88.01826921052958
0.0,1.0,1950.8723244791433,106.14588797052413
0.0,2.0,1958.4942011224625,93.75600671622979
1.0,1.0,1959.4849916198589,109.4276847758529
2.0,0.0,1929.8799543598327,98.30098848333489
3.0,0.0,1955.8709394445243,113.58537388416258
2.0,1.0,1960.631990649641,105.26017134382371
1.0,2.0,1935.6094157219297,104.05959568694455
0.0,3.0,1925.2149759368594,94.0922549932117
1.0,3.0,1978.3506400128085,104.06349273751329
2.0,2.0,1945.5553769468916,115.20781243825226
3.0,1.0,1930.2371189443888,91.04292859349574
3.0,2.0,1979.8900661647372,103.3632247871689
2.0,3.0,1946.9968088372243,95.31248246055588
3.0,3.0,1978.598819611208,89.72137774209479
