x,y,T (K),power
0.0,0.0,1923.0,91.65050318907338
1.0,0.0,1953.6470788022539,117.43613589829943
0.0,1.0,1944.0385331703446,101.83716638160334
0.0,2.0,1957.0534045585832,104.09955611750824
1.0,1.0,1962.5463902707795,96.60612116739344
2.0,0.0,1932.1794040308027,103.01015761867839
3.0,0.0,1957.4456419563728,106.98455787744068
2.0,1.0,1959.9476193089404,112.92984870471294
1.0,2.0,1935.0546911400234,92.8285985959963
0.0,3.0,1925.4593412189142,96.00313346376686
1.0,3.0,1976.4115250534646,90.88058428638071
2.0,2.0,1944.608509650989,88.0327347030624
3.0,1.0,1930.4129744282252,100.2007616732166
3.0,2.0,1976.7142740833133,107.70849219609543
2.0,3.0,1942.2246966835949,98.0828100374203
3.0,3.0,1980.522655203351,99.27531109929947
