x,y,T (K),power
0.0,0.0,1923.0,102.38108485319182
1.0,0.0,1957.2352858541653,88.02027301990601
0.0,1.0,1946.5017569435072,95.58791435370082
0.0,2.0,1954.9637126017462,98.77555987102075
1.0,1.0,1957.0616662251443,95.66629529605088
2.0,0.0,1929.8801109877372,95.25665885236107
3.0,0.0,1954.852943832345,96.36151763332215
2.0,1.0,1958.0383878204714,113.40288548223505
1.0,2.0,1934.750907372542,108.10457168854965
0.0,3.0,1925.3335623596504,91.6368511128631
1.0,3.0,1978.4581070231127,83.928587684951
2.0,2.0,1946.7487955144054,98.2046098037003
3.0,1.0,1930.1824703198888,100.58553506022182
3.0,2.0,1979.1779104428008,102.93921542626894
2.0,3.0,1943.0818336635061,109.01531439123441
3.0,3.0,1983.0835875141377,102.87682412203091
