x,y,T (K),power
0.0,0.0,1923.0,101.15963154041002
1.0,0.0,1956.8268431874308,99.55388198420194
0.0,1.0,1946.2213702010147,113.28943644445437
0.0,2.0,1960.8829375220503,113.12876097436947
1.0,1.0,1962.7131156146734,102.90417839295108
2.0,0.0,1930.781636364119,104.27319172023486
3.0,0.0,1957.8679888534814,89.1781460059913
2.0,1.0,1961.1047148986452,108.14448196694838
1.0,2.0,1935.9375930403025,101.89829653657468
0.0,3.0,1925.6726552473951,96.76626993277631
1.0,3.0,1978.7486758275152,99.28705333354527
2.0,2.0,1945.483245366411,113.32927172475168
3.0,1.0,1929.785279316689,113.74406369278842
3.0,2.0,1987.049893032486,101.1974182633213
2.0,3.0,1946.3648064874815,104.19038767527432
3.0,3.0,1981.0703441576102,94.85942048590827
