x,y,T (K),power
0.0,0.0,1923.0,98.73965158002628
1.0,0.0,1956.0176243183018,110.36059579013958
0.0,1.0,1945.6658595720871,104.00340984844465
0.0,2.0,1957.7777762960322,111.5911789526415
1.0,1.0,1962.0694416467688,114.33757506109421
2.0,0.0,1931.6263439280317,99.4008574952895
3.0,0.0,1956.2387254479681,110.35068137760526
2.0,1.0,1961.5604981391798,88.47610891799226
1.0,2.0,1936.7647677458876,105.98251600318481
0.0,3.0,1925.636330031568,110.6920849983118
1.0,3.0,1984.3428790297019,107.27473423760895
2.0,2.0,1944.5082116339925,77.37750692869652
3.0,1.0,1929.4346017947823,112.16801358062844
3.0,2.0,1978.2700860463979,110.5376753374038
2.0,3.0,1942.0390546683493,91.26783075824106
3.0,3.0,1978.8932332313486,97.16708068014515
