x,y,T (K),power
0.0,0.0,1923.0,103.77174049598482
1.0,0.0,1957.7003082118008,115.7982390049901
0.0,1.0,1946.8209843765424,96.48193245920173
0.0,2.0,1955.2626639700045,106.0084901480426
1.0,1.0,1961.0915689978153,104.7560424137224
2.0,0.0,1932.0513777020287,97.6404631173517
3.0,0.0,1955.6500658842297,103.99914568995523
2.0,1.0,1959.8371390284042,98.0483704765855
1.0,2.0,1935.7743130070462,104.19974494690636
0.0,3.0,1925.5044395874431,104.74323524561669
1.0,3.0,1981.944400597971,96.7386487785961
2.0,2.0,1945.0109628166356,97.69416772926354
3.0,1.0,1929.6986544843387,97.74601654550483
3.0,2.0,1978.1112288993957,102.47137103125831
2.0,3.0,1944.012851507323,84.12757429147582
3.0,3.0,1974.653963398747,106.61576792284609
