x,y,T (K),power
0.0,0.0,1923.0,111.84154603326535
1.0,0.0,1960.3987763883442,99.42577817712538
0.0,1.0,1948.673422339966,86.41562857519114
0.0,2.0,1951.8965852508918,98.93083551456343
1.0,1.0,1956.5265477591279,102.6726112663417
2.0,0.0,1930.7716231208015,111.8229535668248
3.0,0.0,1960.3925592398912,99.17808590506964
2.0,1.0,1962.8058920198023,116.34417910580943
1.0,2.0,1935.3052739687907,107.10183343206522
0.0,3.0,1925.337230730628,92.74191742032288
1.0,3.0,1978.597450634897,101.60699128801038
2.0,2.0,1946.8406373949783,99.34867478362285
3.0,1.0,1930.376255203562,87.5495169617955
3.0,2.0,1975.0814089306768,94.87180418956868
2.0,3.0,1944.6211908301427,99.91661668441698
3.0,3.0,1978.1891789848637,108.26944384442012
