x,y,T (K),power
0.0,0.0,1923.0,95.93921926313622
1.0,0.0,1955.081185707386,84.82871618033876
0.0,1.0,1945.023015439866,117.06051210711742
0.0,2.0,1962.1439502713688,96.88542100373388
1.0,1.0,1961.5513010052691,107.25876611003125
2.0,0.0,1929.6306427172294,89.71971439230707
3.0,0.0,1953.0014409241624,105.83670703841545
2.0,1.0,1958.363511145351,108.16658852198707
1.0,2.0,1935.5752641049487,102.48034349512174
0.0,3.0,1925.2889080249042,106.95033903413727
1.0,3.0,1982.2877440402883,91.03219982872871
2.0,2.0,1945.5651139313695,95.133369127016
3.0,1.0,1930.1797924487453,86.30533624757399
3.0,2.0,1973.6977356516438,82.12536938028799
2.0,3.0,1943.2142164950299,87.74321128662214
3.0,3.0,1971.1925386638193,92.0583105107326
