x,y,T (K),power
0.0,0.0,1923.0,97.37864487282042
1.0,0.0,1955.562516289925,109.01426299703672
0.0,1.0,1945.3534381040288,98.02239617159668
0.0,2.0,1955.7777807576165,108.77222827730323
1.0,1.0,1960.5111162765963,109.59767807460847
2.0,0.0,1931.521107728175,87.95943374603709
3.0,0.0,1952.4128193912395,110.53500723133251
2.0,1.0,1958.2814746437493,114.11513781935055
1.0,2.0,1936.2723223027053,101.27830581439528
0.0,3.0,1925.5697326141676,106.87023370118341
1.0,3.0,1981.9850277091814,87.6103744468881
2.0,2.0,1945.8645771243075,95.72762355316684
3.0,1.0,1930.548130398521,101.29833100170185
3.0,2.0,1978.8476662766184,96.80959774182827
2.0,3.0,1943.0285706877874,98.3675722114708
3.0,3.0,1978.1160167667551,106.11194000585472
