x,y,T (K),power
0.0,0.0,1923.0,91.13013675921927
1.0,0.0,1953.4730730911353,91.22069768099972
0.0,1.0,1943.9190821470083,95.16111913110426
0.0,2.0,1954.8209962350684,78.54255573172934
1.0,1.0,1957.4043531828245,109.65030974550437
2.0,0.0,1930.130272412154,95.94379008599083
3.0,0.0,1955.082714148184,104.34196865556976
2.0,1.0,1960.1215443190424,100.36907518014384
1.0,2.0,1934.9686658043645,95.29326090916898
0.0,3.0,1924.855559734874,111.76220895211421
1.0,3.0,1982.2469813746166,99.9724416598238
2.0,2.0,1943.9660491337243,120.41459164638741
3.0,1.0,1929.807150000111,111.80021619434466
3.0,2.0,1988.0263360155086,118.12465536713891
2.0,3.0,1947.3939400711595,93.2164264019414
3.0,3.0,1981.2864300784192,95.15478906082895
