x,y,T (K),power
0.0,0.0,1923.0,112.21708833245498
1.0,0.0,1960.5243542524734,104.02623133332621
0.0,1.0,1948.7596287310216,85.19162861484617
0.0,2.0,1951.4872910088159,96.66690865491542
1.0,1.0,1956.8790014329254,99.94087423514951
2.0,0.0,1931.1312178734943,99.44608405628934
3.0,0.0,1956.2538487907834,94.46392083475135
2.0,1.0,1959.5886338868859,117.64841289946202
1.0,2.0,1934.9938074629358,101.85439765340031
0.0,3.0,1925.2837456933216,86.27066017945815
1.0,3.0,1975.2289641393866,95.51208704155688
2.0,2.0,1946.2200764845545,100.55831463792053
3.0,1.0,1930.3213061988956,75.88523642617164
3.0,2.0,1971.4586565725901,102.01444617266985
2.0,3.0,1944.3113345165102,84.99845924486121
3.0,3.0,1974.8402913555626,111.3899395453349
