x,y,T (K),power
0.0,0.0,1923.0,110.09468406360287
1.0,0.0,1959.8146419365075,89.60739426021271
0.0,1.0,1948.2724271221116,89.17004915990607
0.0,2.0,1952.8176379650286,101.586507323618
1.0,1.0,1955.806960848042,101.15886243466548
2.0,0.0,1930.004168433933,99.493062039858
3.0,0.0,1956.2695577930726,92.14421745666361
2.0,1.0,1959.7671195443863,93.2452100379774
1.0,2.0,1935.3018391038056,100.47268068409588
0.0,3.0,1925.3999707017433,102.49435537383596
1.0,3.0,1980.3368418978898,85.70997527482317
2.0,2.0,1944.122353185001,104.63768119910326
3.0,1.0,1929.210792780633,94.63337568397498
3.0,2.0,1978.6642862959598,98.48815155660982
2.0,3.0,1944.1068296241403,78.71094672727858
3.0,3.0,1971.9283383541226,113.60821662043679
