x,y,T (K),power
0.0,0.0,1923.0,96.83143610650215
1.0,0.0,1955.3795347502814,96.2920036367283
0.0,1.0,1945.227825375449,98.1502610283127
0.0,2.0,1955.8205375805849,102.9709831484457
1.0,1.0,1958.7887714887418,109.15062424268069
2.0,0.0,1930.526671407875,99.04311804110084
3.0,0.0,1956.1191006902015,95.14749669324989
2.0,1.0,1960.7642000077599,90.81549124757962
1.0,2.0,1935.9864097608115,88.27155738650023
0.0,3.0,1925.4326787995449,88.91468332588889
1.0,3.0,1972.995136253503,108.14308918123248
2.0,2.0,1942.252491585446,97.86225685262305
3.0,1.0,1929.1766325074486,105.68221821453085
3.0,2.0,1980.8036063327147,97.20876982139383
2.0,3.0,1944.927424188951,99.02282516326231
3.0,3.0,1978.4267579290467,88.19919155520175
