x,y,T (K),power
0.0,0.0,1923.0,83.47898722259995
1.0,0.0,1950.914599600893,93.68449130113356
0.0,1.0,1942.1627474001564,105.23520028417346
0.0,2.0,1958.1896756008705,105.8930920229727
1.0,1.0,1960.0561097592586,113.22540079787456
2.0,0.0,1930.3228550181357,98.03420613046136
3.0,0.0,1955.7817298984,105.77138792932307
2.0,1.0,1961.0936484097022,99.6179065804707
1.0,2.0,1936.4313287600476,99.90304548640337
0.0,3.0,1925.5017133187043,98.02227650289448
1.0,3.0,1978.7106594178895,73.61398043745169
2.0,2.0,1944.5420438099088,110.40048128207525
3.0,1.0,1929.8084234633202,103.98841309596823
3.0,2.0,1983.1153849290079,97.30535202638849
2.0,3.0,1943.9548109893321,101.4994864107573
3.0,3.0,1979.2771011091725,108.9749086136881
