x,y,T (K),power
0.0,0.0,1923.0,114.03791064164092
1.0,0.0,1961.133220356344,108.05130657800659
0.0,1.0,1949.1776016740625,90.54851039791642
0.0,2.0,1953.278582626729,88.35840968854245
1.0,1.0,1958.6628856513867,108.9975068382529
2.0,0.0,1931.4458381702427,83.08391861576683
3.0,0.0,1950.782492320468,107.57444533558424
2.0,1.0,1957.0796555339955,118.98809763893308
1.0,2.0,1935.3422845673626,89.72764792060494
0.0,3.0,1925.0874582667716,101.34703953454013
1.0,3.0,1977.4866490668674,92.05635725731682
2.0,2.0,1944.6550908957008,94.85240086971865
3.0,1.0,1930.6889972858107,115.6448199595871
3.0,2.0,1983.4440903169943,94.34519651657877
2.0,3.0,1943.2555840106584,112.88894301615923
3.0,3.0,1982.406120964377,110.34326804882988
