x,y,T (K),power
0.0,0.0,1923.0,99.48532060174036
1.0,0.0,1956.2669691279177,97.17587829148127
0.0,1.0,1945.837029199111,92.03125822928654
0.0,2.0,1953.774399758667,86.11849658097768
1.0,1.0,1957.5058422156096,90.22300335938755
2.0,0.0,1930.595759534,98.84888856788989
3.0,0.0,1956.0541521545788,104.9175992508616
2.0,1.0,1958.1135170408713,78.48054887707286
1.0,2.0,1933.7778729278596,110.04365847852073
0.0,3.0,1925.034540551868,123.44504980064602
1.0,3.0,1989.5395946107806,90.42281834439507
2.0,2.0,1944.2860766140666,125.02893977154568
3.0,1.0,1928.873826351385,111.23997563773324
3.0,2.0,1988.898228441883,116.90004962093619
2.0,3.0,1947.2828312436448,110.5640435839147
3.0,3.0,1986.8062020883071,99.44732638203374
