x,y,T (K),power
0.0,0.0,1923.0,99.16288978881938
1.0,0.0,1956.1591512525322,93.22414506078843
0.0,1.0,1945.7630146425429,99.29300956855988
0.0,2.0,1956.2026621008602,105.8691671282739
1.0,1.0,1958.6286855623002,87.09402438835494
2.0,0.0,1930.2868720210636,100.57654535780489
3.0,0.0,1956.6318645723113,102.13178030577522
2.0,1.0,1958.0792823094364,76.74690011248656
1.0,2.0,1934.3877328201613,89.77337231571916
0.0,3.0,1925.501148095548,104.46366666367706
1.0,3.0,1978.5393164071456,113.79294626927516
2.0,2.0,1941.3596003237792,107.26696829702811
3.0,1.0,1928.733012025084,94.72467043057756
3.0,2.0,1979.2983718611806,90.03790328115328
2.0,3.0,1946.6639571070004,104.13325532588705
3.0,3.0,1978.4895534636064,94.05151119214202
