x,y,T (K),power
0.0,0.0,1923.0,87.29316312181759
1.0,0.0,1952.1900246698406,93.09614350636974
0.0,1.0,1943.0382981432622,92.97830659866403
0.0,2.0,1954.0910839556536,88.76247092764453
1.0,1.0,1957.1615102432613,108.92427850262374
2.0,0.0,1930.2768667703324,92.8146288349806
3.0,0.0,1954.0363516285279,99.00815519550201
2.0,1.0,1959.303274441452,106.64541070284565
1.0,2.0,1935.35404082388,104.44321545604085
0.0,3.0,1925.097004171647,106.42694265646688
1.0,3.0,1982.5633058315373,90.77026393784641
2.0,2.0,1945.7164739373877,97.9319787520981
3.0,1.0,1929.9526607147857,77.98872085724639
3.0,2.0,1971.5591622779339,96.11770717795771
2.0,3.0,1943.5790758867454,93.04811523905313
3.0,3.0,1976.1784149706061,109.04338351934408
