x,y,T (K),power
0.0,0.0,1923.0,85.18010121960074
1.0,0.0,1951.4834363546877,91.20401936679707
0.0,1.0,1942.5532410909395,104.86017159869415
0.0,2.0,1958.0642694844057,99.183933419067
1.0,1.0,1959.6284912304968,103.82235797477331
2.0,0.0,1930.1289687505216,106.11612518430738
3.0,0.0,1958.4842487226085,96.78762532904913
2.0,1.0,1961.654185369006,99.15370846149997
1.0,2.0,1935.4060933100625,88.81250391185515
0.0,3.0,1925.3432101423778,91.32703786512504
1.0,3.0,1973.9259804726996,84.56829119862131
2.0,2.0,1942.9787305228547,91.04126195532326
3.0,1.0,1929.5761012580901,109.61501928830306
3.0,2.0,1980.5529272618894,96.29696906125147
2.0,3.0,1942.1455325070256,105.96785896547486
3.0,3.0,1980.5398074044458,111.21745916930635
