x,y,T (K),power
0.0,0.0,1923.0,114.06729421406219
1.0,0.0,1961.1430459506198,104.00024522631563
0.0,1.0,1949.184346724461,85.94102271735557
0.0,2.0,1951.7378814509236,100.26969027619822
1.0,1.0,1957.0474481960268,104.49617632632638
2.0,0.0,1931.129186667566,105.04329881762516
3.0,0.0,1958.1255055290985,113.09606470241624
2.0,1.0,1961.500692582076,105.88371220074859
1.0,2.0,1935.5057334624526,94.5315300027558
0.0,3.0,1925.3688610355423,91.45228377989751
1.0,3.0,1975.280673979172,77.68756400630254
2.0,2.0,1944.2922202917518,117.34999839422744
3.0,1.0,1930.2525341614519,99.57693590817522
3.0,2.0,1983.2355016429397,75.72523096912917
2.0,3.0,1945.230084745898,113.75252479285231
3.0,3.0,1978.420649075754,94.89470671233447
