x,y,T (K),power
0.0,0.0,1923.0,97.42002773301232
1.0,0.0,1955.5763543348155,88.76073244923928
0.0,1.0,1945.362937611904,98.9927832105366
0.0,2.0,1956.10226918939,100.24818975209133
1.0,1.0,1957.9452118467293,104.89123074889031
2.0,0.0,1929.9379890524256,106.34880907256917
3.0,0.0,1958.562056058209,102.76871603947248
2.0,1.0,1961.854768807766,113.88110625150573
1.0,2.0,1935.5356827824398,79.65890168045169
0.0,3.0,1925.3683530878898,93.89468984054041
1.0,3.0,1972.6833541064127,109.29382909415564
2.0,2.0,1942.8695618075058,98.60330481112459
3.0,1.0,1930.3545280992084,105.69545538960875
3.0,2.0,1980.9781415752598,103.86184151029369
2.0,3.0,1945.1194049156882,100.43186186102298
3.0,3.0,1980.4251509738215,99.50226494495529
