x,y,T (K),power
0.0,0.0,1923.0,106.59332962540026
1.0,0.0,1958.6438214647328,97.03166881054761
0.0,1.0,1947.4686850920511,93.92522232356316
0.0,2.0,1954.4077237975562,110.86982505982776
1.0,1.0,1957.9207491368902,95.27287308909035
2.0,0.0,1930.584487389524,103.03448184015737
3.0,0.0,1957.453775750586,102.84635011193545
2.0,1.0,1959.7696313499025,74.53766865394293
1.0,2.0,1935.2433673411415,92.858798141467
0.0,3.0,1925.6192881206493,115.90087831516385
1.0,3.0,1983.0720788676394,94.51666354872877
2.0,2.0,1941.6117402295004,88.21745913326518
3.0,1.0,1928.6543197648894,96.07943952839709
3.0,2.0,1975.3785459723936,96.85523947675915
2.0,3.0,1942.534345330724,94.05339295949649
3.0,3.0,1976.6838723509495,117.27513204380128
