x,y,T (K),power
0.0,0.0,1923.0,92.58051853293716
1.0,0.0,1953.9580673133796,92.9320692429169
0.0,1.0,1944.2520198177713,94.67537523911236
0.0,2.0,1954.6585679797113,111.99839858248797
1.0,1.0,1957.5284843363154,100.07898886835687
2.0,0.0,1930.264041893698,99.42152921971444
3.0,0.0,1956.2456378810198,122.13543717663325
2.0,1.0,1959.602013943094,95.75066043034892
1.0,2.0,1935.667861118221,117.84178127063251
0.0,3.0,1925.6459505530972,97.73716975634822
1.0,3.0,1982.733190512362,108.2134894050811
2.0,2.0,1946.709700346939,102.78244675521766
3.0,1.0,1930.027720906717,97.88743551185277
3.0,2.0,1979.326541433398,88.14644861539514
2.0,3.0,1945.6103757921096,94.07691124200073
3.0,3.0,1974.6926184854174,99.56354688048152
