x,y,T (K),power
0.0,0.0,1923.0,96.70279221684116
1.0,0.0,1955.3365174259168,105.03541545571386
0.0,1.0,1945.1982949457663,82.0895019780239
0.0,2.0,1950.4499686135734,97.39160506733792
1.0,1.0,1956.3058549052653,112.13630514861838
2.0,0.0,1931.210100823193,100.97349269483597
3.0,0.0,1956.7646000827017,101.97256386428369
2.0,1.0,1961.6184118938995,94.87001493678922
1.0,2.0,1935.9784154012975,90.0226959379848
0.0,3.0,1925.3008665709194,95.24246879757357
1.0,3.0,1975.5130659807373,81.23672430935433
2.0,2.0,1942.8105236530657,111.35910501740764
3.0,1.0,1929.5132773769644,79.8778459849231
3.0,2.0,1975.2730885099388,95.0001156519694
2.0,3.0,1944.6826338421815,100.30412175951643
3.0,3.0,1978.348211210804,108.54860453041664
