x,y,T (K),power
0.0,0.0,1923.0,99.70234910245733
1.0,0.0,1956.3395414470253,98.20053988630173
0.0,1.0,1945.8868484707175,102.21699417348981
0.0,2.0,1957.18041545175,117.26273514848327
1.0,1.0,1959.985078819404,109.48864034010637
2.0,0.0,1930.6758522814473,116.88096421004491
3.0,0.0,1962.0839111187304,87.11250199517217
2.0,1.0,1964.9054493677409,104.37127585929623
1.0,2.0,1936.6311084680149,95.81883325144506
0.0,3.0,1925.7703199585958,104.04791100704647
1.0,3.0,1979.7880376915116,109.52296105523043
2.0,2.0,1944.3512461928233,101.73594081716156
3.0,1.0,1929.5732454484512,100.08465624731645
3.0,2.0,1979.8210444154652,87.273583660756
2.0,3.0,1945.5686399267588,118.05255190418585
3.0,3.0,1982.5094828285312,97.97674177150303
