x,y,T (K),power
0.0,0.0,1923.0,92.97844786126151
1.0,0.0,1954.091131192557,106.01097224199737
0.0,1.0,1944.3433651904872,108.41335580804062
0.0,2.0,1959.2524213512656,114.39377413309204
1.0,1.0,1962.4828635523236,106.18720308077347
2.0,0.0,1931.2863552897402,105.43794062360267
3.0,0.0,1958.2574700912735,109.31344445656853
2.0,1.0,1961.8241165848847,87.45867661453161
1.0,2.0,1936.2489368282138,84.06139427651296
0.0,3.0,1925.7025410520973,94.77664498939949
1.0,3.0,1973.9888716027513,92.91014865957384
2.0,2.0,1941.410418993954,90.56266697554818
3.0,1.0,1929.3660818866215,120.29145746871885
3.0,2.0,1984.0131669207071,83.45593655893714
2.0,3.0,1942.731677839297,93.04662064326735
3.0,3.0,1973.2713836190296,103.14079519436099
