x,y,T (K),power
0.0,0.0,1923.0,108.16269616766289
1.0,0.0,1959.1686030907663,80.97551901519361
0.0,1.0,1947.8289359243647,104.15129859493567
0.0,2.0,1957.8272289221497,108.08239295492149
1.0,1.0,1958.057431307534,100.85081294333591
2.0,0.0,1929.329457282962,85.97111405018791
3.0,0.0,1951.7479437137208,98.55262226802735
2.0,1.0,1956.6207181814716,94.70131311711789
1.0,2.0,1935.5587798882975,100.13013241995255
0.0,3.0,1925.5534353262071,90.12879439915987
1.0,3.0,1976.123280365708,85.47285329204563
2.0,2.0,1944.1890049648907,83.85976747148229
3.0,1.0,1929.4251833763246,95.13071185551627
3.0,2.0,1974.0609844956596,91.15427217903049
2.0,3.0,1941.227435475227,116.88507838021815
3.0,3.0,1983.009909333908,97.2126127983374
