x,y,T (K),power
0.0,0.0,1923.0,115.43338409171844
1.0,0.0,1961.5998537440819,109.78738574275445
0.0,1.0,1949.497935043179,81.01550517980615
0.0,2.0,1950.090834038606,92.19784201192704
1.0,1.0,1956.7136040856333,96.50104325426474
2.0,0.0,1931.5815389233437,107.84584022461662
3.0,0.0,1959.062649400196,96.82445621121049
2.0,1.0,1961.0431907840314,99.0612063758106
1.0,2.0,1934.5315958552555,98.31221182843254
0.0,3.0,1925.1781644572904,87.46999733298159
1.0,3.0,1974.8168964212018,115.5543991589827
2.0,2.0,1944.2794913510365,91.05472102697165
3.0,1.0,1929.5729696370795,103.4459182414674
3.0,2.0,1978.4931266036576,104.66214619483013
2.0,3.0,1944.569417016402,112.27006634600824
3.0,3.0,1984.5674481699136,96.3384056898624
