x,y,T (K),power
0.0,0.0,1923.0,108.59177949331112
1.0,0.0,1959.3120845778974,97.7371329527899
0.0,1.0,1947.9274327516093,97.58326443126663
0.0,2.0,1955.6309391737498,95.35103025921582
1.0,1.0,1958.8575927062172,100.0207412306881
2.0,0.0,1930.6396300450733,73.64531020650516
3.0,0.0,1947.6263091503056,109.78465719495804
2.0,1.0,1953.6770178505324,84.13386129756381
1.0,2.0,1934.9431238572076,89.17308934116812
0.0,3.0,1925.25265820267,106.88456017580849
1.0,3.0,1979.2110447536825,105.82087497018209
2.0,2.0,1941.8543512011056,94.84052658840416
3.0,1.0,1929.2333788981487,105.5213879949352
3.0,2.0,1980.0561827351812,105.85609405905015
2.0,3.0,1944.3298535898512,109.60262550266029
3.0,3.0,1983.9495534938249,84.99800030558511
